,name,first_week,boxoffice,type,duration,release_time,technology,location,director,director_link,actor,production_company,issuing_company
125,夏天19岁的肖像,,937.0,爱情/悬疑,105,2017-5-27,2D,中国,张荣吉 Jungchi Chang,http://www.cbooo.cn/p/41859,黄子韬 Z.TAO;;;杨采钰 Caiyu Yang;;;杜天皓 Calvin Tu;;;李梦 Meng Li;;;柯淑勤 Samantha Ko;;;朱芷莹 Zhiying Zhu;;;冯淬帆 Stanley Fung Shui-..;;;张国柱 Chang Kuo-Chu,";;;大盛国际传媒（北京）有限公司 Desen International Media (Beijing);;;霍尔果斯大盛国际影视传媒有限公司 Horgos Dasheng international media Co., Ltd.;;; 大盛国际传媒（天津）有限公司 Desen International Media Co., Ltd;;;北京小米电子产品有限公司;;; 长富汇银投资基金管理（北京）有限公司;;; 影都文化投资发展有限公司 Yingdu Culture Investment Development Co.,Ltd;;;北京天浩盛世文化传播有限公司 Beijing Tianhao Shengshi Media Co.,Ltd;;;北京启泰远洋文化传媒有限公司 Beijing Qitai Yuanyang Media Co.,Ltd;;;天津猫眼文化传媒有限公司 Tianjin Maoyan Media Co.,Ltd;;;   第九单位制作有限公司 No.9 Production Co.,Ltd;;;湖南伊宅购影业股份有限公司;;; 霍尔果斯浮生影业有限公司 Horgos Fusheng Pictures Co.,Ltd",";;;天津猫眼文化传媒有限公司 Tianjin Maoyan Media Co.,Ltd;;;   霍尔果斯大盛国际影视传媒有限公司 Horgos Dasheng international media Co., Ltd.;;; 霍尔果斯浮生影业有限公司 Horgos Fusheng Pictures Co.,Ltd;;; 爱奇艺影业（上海）有限公司 Iqiyi Pictures (Shanghai) Co.,Ltd;;; 大地时创电影发行（北京）有限公司 Dadi Shichuang Film Distribution (Beijing) Co.,Ltd;;; 华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
126,我是马布里,565,889.8,剧情/运动,110,2017-8-4,2D,美国/中国,杨子 Larry Yang,http://www.cbooo.cn/p/2226264,斯蒂芬·马布里 Stephon Marbury;;;吴尊 Chun Wu;;;何冰 Bing He;;;郑秀妍 Jessica;;;王阳明 Yangming Wang;;;王阳明 Yangming Wang;;;王庆祥 Qingxiang Wang;;;拜伦·戴维斯 Baron Davis;;;洛雷塔·迪万恩 Loretta Devine;;;弗兰基·费森 Frankie Faison;;;锦荣 Vivian Dawson;;;余皑磊 Ailei Yu;;;高以翔 Godfrey Kao;;;阿伦·艾弗森 Allen Iverson;;;高云翔 Yunxiang Gao,";;;北京海润影业股份有限公司 Beijing Hairun Pictures Co.,Ltd;;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd;;;大盛国际传媒（北京）有限公司 Desen International Media (Beijing);;;艾芬豪影业公司;;; 长富汇银投资基金管理（北京）有限公司;;; 北京小米电子产品有限公司;;; 国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;上海馨丁文化传媒有限公司",";;;华谊兄弟（北京）电影发行有限公司 H.Brothers （Beijing）Movie Distribution Co.,Ltd;;; 华影天下（天津）电影发行有限责任公司 Huaying Tianxia （Tianjin）Film Distribution Co.,Ltd;;; 上海淘票票影视文化有限公司 Shanghai Tao Piao Piao Entertainment Co.,Ltd;;; 华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
127,那一场呼啸而过的青春,732,877.1,爱情,112,2017-10-5,2D,中国,韩天 Tian Han,http://www.cbooo.cn/p/2289856,卜冠今 Guanjin Bu;;;刘畅 Chang Liu;;;李梦 Meng Li;;;黄觉 Jue Huang,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;横店影视制作有限公司 HG Entertainment Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;霍尔果斯乐漾影视传媒有限公司",";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;北京金逸嘉逸电影发行有限公司  Beijing Jinyi Jiayi Film Distribution Co.,Ltd;;;横店影视制作有限公司 HG Entertainment Co.,Ltd;;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd;;; 五洲电影发行有限公司 Wuzhou Film Distribution"
128,以爱为名,109,872.4,爱情/剧情,88,2017-5-12,2D,中国,王毓雅 Alice Wang,http://www.cbooo.cn/p/5984,王奕瑾 Yijin Wang;;;黄恺杰 Wesley Wong;;;卞庆华 Qing Hua Bian;;;钱柏渝 Bo Yu Qian;;;宇腾 Gino;;;孙启明 Qiming Sun;;;范逸臣 Van Fan;;;安晨妤 Chen-yu An;;;林予晞 Yuxi Lin,";;;西部电影集团有限公司 Western Movie Group;;;果昱影像制作有限公司  Guoyu Video Production Co.,Ltd",";;;北京聚合影联文化传媒有限公司 Beijing United Entertainment Partners Culture & Media Co.,Ltd;;;大唐国际娱乐股份有限公司"
129,时间去哪儿了,401,854.2,剧情,111,2017-10-19,2D,南非/印度/俄罗斯/巴西/中国,"贾樟柯 Zhangke Jia,沃尔特·塞勒斯 Walter Salles,阿历斯基·费朵奇科 Aleksey Fedorchenko,马德哈尔·班达卡 Madhur Bhandarkar,贾梅尔·奎比卡 Jahmil X.T. Qubeka","http://www.cbooo.cn/p/1891,http://www.cbooo.cn/p/167319,http://www.cbooo.cn/p/2298148,http://www.cbooo.cn/p/902727,http://www.cbooo.cn/p/2298149",赵涛 Tao Zhao;;;梁景东 Jing Dong Liang;;;梅芙·金琴丝 Maeve Jinkings;;;迪萨·恩杜纳 Mandisa Nduna,";;;北京西河星汇影业有限公司 Beijing Xihe Xinghui Pictures Co.,Ltd;;;欢欢喜喜（天津）文化投资有限公司 Huanxi Media Group Limited;;;南非黄骨娱乐公司 Yellowbone Entertainment;;;巴西视频电影公司 Video Filmes;;;印度班达卡娱乐公司 Bhandarkar Entertainment",";;;四海电影发行联盟 Sihai Distribution Association;;;上海电影集团影视传媒有限公司 Shanghai Film Group Entertainment Co.,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
130,萤火奇兵,290,799.4,动画/冒险,85,2017-2-5,2D,中国,邓伟锋 Weifeng Deng,http://www.cbooo.cn/p/2182504,山新 Xin Shan (voice);;;姚雷 Lei Yao (voice);;;郭盛 Sheng Guo (voice);;;李姗姗 Shanshan Li (voice);;;陈喆 Zhe Chen (voice);;;宝木中阳 BMZY (voice);;;邓伟锋 Weifeng Deng (voice),;;;北京其欣然数码科技有限公司  ITS CARTOON,";;;霍尔果斯鑫岳影视传媒有限公司 Horgos Xinyue Entertainment Co.,Ltd;;; 上海鑫岳影视传播股份有限公司 Xinyue Pictures Co.,Ltd;;;沈阳北联喜鹊电影有限公司 Shenyang Beilian Xique Film Co.,Ltd;;; 淄博齐纳影业投资有限公司 ZiBo QiNa Movie Investment Company Ltd"
131,秘果,581,795.5,爱情/青春,99,2017-7-7,2D,中国,连奕琦 Yi-chi Lien,http://www.cbooo.cn/p/39692,陈飞宇 Feiyu Chen;;;欧阳娜娜 Nana Ouyang;;;邹元清 Yuanqing Zhou;;;张诚航 Chenghang Zhang;;;欧豪 Oho Ou;;;米咪 Mi Mi,";;;北京彼岸春天影视有限公司 Beijing Bian Chuntian Entertainment Co.,Ltd;;;霍尔果斯五光十色影业有限公司;;; 江苏雪漫舍影业有限公司;;; 东阳弘景影视文化有限公司 Dongyang Hongjing Entertainment;;;深圳市方式文化传媒有限公司;;; 霍尔果斯彼岸影视文化有限公司;;; 深圳市荣德文化传媒有限公司",";;;霍尔果斯青春光线影业有限公司 Khorgos Youth Enlight Pictures Co.,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
132,我是医生,,794.9,剧情,108,2017-6-26,2D,中国,谢晓鸣,http://www.cbooo.cn/p/2288873,赵有亮 Youliang Zhao;;;胡亚捷 Yajie Hu;;;赵静 Jing Zhao;;;虞嘉娜 Jiana Yu,";;;上海上影电通影视文化传播有限公司 Shanghai ShangYing DianTong Entertainment Co.,Ltd",
133,不成问题的问题,578,777.2,剧情,133,2017-11-21,2D,中国/法国,梅峰 Feng Mei,http://www.cbooo.cn/p/2024706,范伟 Wei Fan;;;殷桃 Tao Yin;;;张超 Juck Zhang;;;梁霆炜 Tingwei Liang;;;史依弘 Yihong Shi;;;蒋中炜 Zhongwei Jiang;;;王一鸣 MorningBaby;;;王梓桐 Zitong Wang;;;王瀚邦 Hanbang Wang;;;王侃伟 Kanwei Wang;;;俞颖 Yu Ying;;;冯满天 Mantian Feng,,";;;北京京西文化旅游股份有限公司 Beijing Jingxi Culture & Tourism Co.,Ltd.;;;好样传媒股份有限公司 Haoyang Media Co.,Ltd;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;北京盛钰影视文化投资有限公司 Beijing Shengyu Film＆Television Culture Investment Co., Ltd.;;;杭州艺能众汇影业有限公司 Hangzhou art Zhonghui Pictures Co., Ltd;;;浙江东阳昊美影业有限公司 Zhejiang Dongyang Hao Mei Pictures Co., Ltd"
134,会痛的十七岁,613,764.9,爱情/青春,91,2017-9-15,2D,中国,彭发 Danny Pang,http://www.cbooo.cn/p/16120,徐娇 Jiao Xu;;;胡夏 Xia Hu;;;鲁诺 Nuo Lu;;;王力宏 LeeHom Wang;;;蔡卓妍 Charlene Choi;;;施景子 Shi Chao Jin Zi;;;句号 Hao Ju;;;刘颖仪 Yingyi Liu,";;;恒星影业股份有限公司 Hengxing Pictures Co.,Ltd;;;宁波视尚深度影业有限公司 Ningbo Shishang Shendu Pictures Co.,Ltd;;;宁波浙曦有限公司 Ningbo Zhexi Co.,Ltd;;;宁波满天星投资有限公司 Ningbo Mantianxing Investment Co.,Ltd;;;宁波成形控股有限公司 Ningbo Chengxing Holdings Co.,Ltd;;;宁波淑质英华文化艺术策划有限公司;;; 中尚明扬（北京）文化传媒有限公司 Zhongshang Mingyang（Beijing） Media Co., Ltd;;;北京核子动力影业有限公司",";;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd;;; 横店影视制作有限公司 HG Entertainment Co.,Ltd;;;北京金逸嘉逸电影发行有限公司  Beijing Jinyi Jiayi Film Distribution Co.,Ltd"
135,玛格丽特的春天,451,713.7,爱情/喜剧,90,2017-3-10,2D,中国,王宁 Ning Wang,http://www.cbooo.cn/p/2281239,艾伦 Allen;;;王自健 Zi Jian Wang;;;田亮 Liang Tian;;;胡杏儿 Myolie Wu;;;赵文琪 Wenqi Zhao;;;石安妮 Annie;;;徐冬冬 Raquel;;;李勤勤 Qinqin Li;;;贾妮 Ni Jia;;;涂世旻 Simon;;;闫龙飞 Longfei Yan;;;张丹峰 Danfeng Zhang;;;何云伟 Yunwei He;;;那威 Wei Na;;;刘亚津 Yajin Liu;;;徐少强 Norman Chu;;;朱咪咪 Choo Mi Mi;;;张芝华 Zhihua Zhang;;;英壮 Zhuang Ying,";;;珠海市宏晟文化传播有限公司 Zhuhai Hongsheng Cultural Communication Co.,Ltd;;; 深圳滨海基金管理有限公司 Shenzhen Binhai Fund Management Co.,Ltd;;; 北京仙尊影业文化传媒有限公司 Beijing Xianzun Film Media Co.,Ltd;;; 广东红孩子文化传媒有限公司 Guangdong Red Baby Media Co.,Ltd;;;天佑（北京）文化传媒有限公司 Tianyou（Beijing）Media Co.,Ltd;;;   北京盛夏星空影视传媒有限公司 Beijing Shengxia Xingkong Entertainment Co.,Ltd;;;北京星美影视发行有限公司 Beijing Xingmei Entertainment Distribution Co.,Ltd",";;;北京众合千澄影视文化传媒有限公司 Beijing Zhong Qian Chengcheng Culture Co.,Ltd;;;北京星美影视发行有限公司 Beijing Xingmei Entertainment Distribution Co.,Ltd"
136,不期而遇,540,713.5,爱情/喜剧/公路,94,2017-5-19,2D,美国/中国,陈卓 Zhuo Chen,http://www.cbooo.cn/p/2241889,张亮 Sean;;;张雨绮 Kitty Zhang;;;林路迪 Ludi Lin;;;冷中易 Joe Easy;;;高捷 Jack Kao,";;;电广传媒影业(北京)有限公司 TIK Films（Beijing）Pictures Co.,Ltd;;;聚禾影画影业（北京）有限公司 Juhe Yinghua Pictures (Beijing) Co., Ltd;;;狮门中国（英国）有限公司;;; 中海软银投资管理有限公司;;; 福建省泓德信投资咨询有限公司",";;;电广传媒影业(北京)有限公司 TIK Films（Beijing）Pictures Co.,Ltd;;;聚禾影画影业（北京）有限公司 Juhe Yinghua Pictures (Beijing) Co., Ltd;;;北京新影联影业有限责任公司 Beijing New Film Association Co,.Ltd;;;江苏电影股份有限公司;;; 北京长城沃美电影院线管理有限公司 BeiJing ChangCheng WoMei Cinema Line Management Co., LTD;;;山东鲁信电影院线 ShanDong LuXin Cinema Line;;;山东齐纳电影城有限公司;;; 湖北银兴院线影业有限责任公司 HuBei Yin Xin Theatre Chain Co., LTD;;;武汉天河影业有限公司 WuHan TianHe Film Industry Co., LTD;;;维乐享电影文化（北京）有限公司 Weilexiang Movie Media（Beijing）Co.,Ltd"
137,一路绽放,484,680.4,女性/剧情,91,2017-11-23,2D,中国,邵进 Jin Shao,http://www.cbooo.cn/p/2291185,孔琳 Lin Kong;;;张杨果而 Yangguoer Zhang;;;彭皓锋 Haofeng Peng;;;李颖 Ying Li;;;李景涛 Jack Lee;;;刘小兵 Xiaobing Liu;;;刘远锋 Liu Yuanfeng;;;陆凯 Kai Lu,";;;上海映艺文化传播有限公司;;; 湖南双鼎文化传媒有限公司 Hunan double Ding culture media Co., Ltd",;;;广东省广影业股份有限公司
138,惊魂绣花鞋,295,593.6,惊悚/恐怖,89,2017-3-3,2D,中国,王俊潾 Junlin Wang,http://www.cbooo.cn/p/2271047,何乙轩 Yixuan He;;;刘汉兆 Hanzhao Liu;;;辉灿 Hwi Chan;;;周昕妤 Xinyu Zhou;;;郭亚菲 Ya-fei Guo;;;郭玉英 Yuying Guo;;;贾明瑛 Jia Mingying,";;;山西菲尔幕文化传媒有限公司 Shanxi Feiermu Media Co.,Ltd;;; 北京菲尔幕文化传媒有限公司 Filmoon Pictures;;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd;;;湖南电视节目中心 Hunan TV Center;;;北京随缘文化发展有限公司 Beijing Suiyuan Media Co.,Ltd",";;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd"
139,笔仙咒怨,286,580.6,惊悚/恐怖,96,2017-12-1,2D,中国,邓安东 Andong Deng,http://www.cbooo.cn/p/2193045,罗翔 Xiang Luo;;;李佳颖 Jiaying Zhang;;;江兰萱 Lanxuan Jiang;;;俞晓晔 Xiaoye Yu;;;马卉 Hui Ma;;;徐勇 Yong Xu,,";;;上海小山影视文化传播有限公司 Shanghai  Xiaoshan Media Co.,Ltd"
140,和田玉传奇,66,559.6,剧情/冒险,94,2017-4-25,2D,中国,郭松 Song Guo,http://www.cbooo.cn/p/2283920,唐文龙 Michael Tong;;;王一楠 Yinan Wang;;;任正斌 Zhengbin Ren;;;傅莹莹 Yingying Fu;;;尼卡拉·拜合提牙尔;;; 甫拉提·吐尔逊,";;;中经光源（北京）影视文化传媒有限公司 Zhongjing Guangyuan（Beijing）Entertainment Co.,Ltd;;;中经博艺国际影视文化传媒集团有限公司",";;;北京热血游族文化传媒有限公司 Beijing Rexue Yoozoo Media Co.,Ltd"
141,假如王子睡着了,419,546.2,爱情/喜剧,101,2017-12-8,2D,中国,王郢 Rebecca Wang,http://www.cbooo.cn/p/2253850,陈柏霖 Berlin Chen;;;林允 Jelly Lin;;;张云龙 Yunlong Zhang;;;秦沛 Paul Chun;;;张宇 ChangPhil;;;姜宏波 Hongbo Jiang;;;钟欣淩 Xinling Zhong;;;陈奇 Chen Qi;;;丁冠森 Guansen Ding;;;陈思 Si Chen;;;陶思屹 Siqi Tao;;;朱然 Zhu Ran;;;吕云骢 Yuncong Li,";;;上海尚世影业有限公司 SMG Pictures;;;华特迪士尼影业中国有限公司 Walt Disney film China Co., Ltd;;;上海艺势流影视传媒有限公司 Shanghai art flow film and television media Co., Ltd;;;北京无敌影业有限公司 Beijing unbeatable Film Industry Co., Ltd",";;;中国电影集团公司 China Film Group Corporation;;;霍尔果斯众合千澄影业有限公司 Horgos Zhonghe Qiancheng Pictures Co.,Ltd"
142,恐怖理发店,134,502.9,惊悚/恐怖,90,2017-1-6,2D,中国,陆诗雷 Shilei Lu,http://www.cbooo.cn/p/2263977,殷果儿 Abby;;;任青安 Qingan Ren;;;姜星丘 Xing-qiu Jiang;;;陈嘉敏 Jiamin Chen;;;刘小奇 Tevin;;; 孙筱燕 Xiaoyan Sun;;;蔡翱骏 Ao-jun Cai,";;;山西菲尔幕文化传媒有限公司 Shanxi Feiermu Media Co.,Ltd;;; 北京菲尔幕文化传媒有限公司 Filmoon Pictures;;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd;;;深圳市卡普辛一号影视传媒有限公司  Shenzhen Capucine Entertainment Co.,Ltd",";;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd"
143,20:16,321,490.6,剧情/运动,100,2017-5-18,2D,中国,吕列 Lie Lv,http://www.cbooo.cn/p/2285361,刘松仁 Damian Lau;;;吕星辰 Xingchen Lv;;;吴俊余 Junyu Wu;;;吴耀汉 Richard Ng;;;吴元俊 Yuan-chun Wu,";;;上海华大影业有限公司 Shanghai Huada Pictures Co.,Ltd;;;中迈有限公司  Zhongmai Co.,Ltd",;;;北京影创天地影视文化传播有限公司
144,借眼,270,473.3,惊悚/悬疑,90,2017-6-16,2D/3D,中国,张洋 Yang Zhang,http://www.cbooo.cn/p/2284814,陈浩民 Ho-Man Chan;;;薛佳凝 Jianing Xue;;;王皓祯 Hao Zhen Wang;;;罗兰 Lan Law;;;游乐儿 YOYO;;;卓凡 Zhuo Fan;;;任添琪 Tianqi Ren;;;杨苏如意 Yang Su Ru Yi;;;鲍磊 Lei Bao;;;卓凡 Fan Zhuo;;;任添琪 Tian-qi Ren,";;;深圳市前海君胜米伦影视传媒有限公司 Shenzhen Qianhai Junsheng Milun Entertainment Co.,Ltd;;; 深圳市米伦文化传播有限公司 Milen Culture Communication Co.,Ltd",";;;北京基点影视文化传媒有限公司  Beijing G-POINT Film Culture Media Co., Ltd."
145,通灵姐妹,217,471.1,惊悚/恐怖,90,2017-3-17,2D,中国,摩撒利 Sa-li Mo,http://www.cbooo.cn/p/2244178,张蓝艺 Lanyi Zhang;;;刘一辰 Yichen Liu;;;刘小奇 Tevin;;; 刘洛汐 Luoxi Liu,";;;山西菲尔幕文化传媒有限公司 Shanxi Feiermu Media Co.,Ltd;;; 北京菲尔幕文化传媒有限公司 Filmoon Pictures;;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd;;;湖南电视节目中心 Hunan TV Center;;;北京随缘文化发展有限公司 Beijing Suiyuan Media Co.,Ltd",";;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd"
146,胡杨的夏天,310,467.2,剧情/喜剧/爱情,90,2017-10-20,2D,中国,朱时茂 Shimao Zhu,http://www.cbooo.cn/p/3165,朱一龙 Zhu Yi Long;;;姜瑞佳 Ruijia Jiang;;;潘长江 Changjiang Pan;;;徐光宇 GuangYu Xu;;;陈佩斯 Peisi Chen;;;海哈金喜;;; 祝延平 Yanping Zhu;;;张文婷 Wen Ting Zhang;;;张朝阳 Chaoyang Zhang;;;王思懿 Siyi Wang;;;金巧巧 Qiaoqiao Jin;;;邬君梅 Vivian Wu;;;赵宝刚 Baogang Zhao;;;孙楠 Nan Sun;;;刘亚津 Yajin Liu;;;杨大鹏 Dapeng Yang;;;朱青阳 Qingyang Zhu,";;;北京富布斯影业有限公司;;; 新疆富布斯影视文化传媒股份有限公司 Xinjiang Fubusi Entertainment Co.,Ltd;;; 霍尔果斯嘉美影业有限公司 Horgos Jiamei Film Co.,Ltd;;; 北京天圆文化传媒有限公司 Beijing Tianyuan culture media Co., Ltd.;;;深圳市智汇传媒科技有限公司",;;;中国电影集团公司 China Film Group Corporation
147,S的秘密,368,457.8,爱情/喜剧,84,2017-7-20,2D,中国,徐林 Lin Xu,http://www.cbooo.cn/p/2183177,吴启华 Lawrence Ng;;;麦家琪 Teresa Mak;;;章小军 Xiaojun Zhang;;;房星彤 Xongtong Fang,";;;南京禾优影业有限公司 Nanjing You He pictures Co.,Ltd;;;浙江道和文化传媒有限公司 Zhejiang Daohe Media Co.,Ltd",";;;上海乐从和影业有限公司;;; 华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
148,指甲刀人魔,320,450.2,爱情/奇幻/喜剧,100,2017-4-14,2D,中国香港/中国,关智耀 Jason Kwan,http://www.cbooo.cn/p/2023887,张孝全 Hsiao-chuan Chang;;;周冬雨 Dongyu Zhou;;;谢依霖 Sie Yi-Lin;;;纳豆 Yuzhi Lin;;;林辰唏 Lin Chen-Xi;;;蔡洁 Jacky Cai;;;盛朗熙 Joy Sheng;;;郑伊健 Ekin Cheng;;;许玮甯 Ann,";;;北京嘉美春天影业有限公司;;; 太阳娱乐文化有限公司 Sun Entertainment Culture Limited;;;正在文化传媒（北京）有限公司 Zheng Zai Culture Media ( Beijing) Co., LTD;;;喀什嘉映文化传媒有限公司 Kashi Jiaying Entertainment Co.,Ltd;;; 东海旭日影业有限公司 Donghai Xuri Pictures Co.,Ltd;;; 新疆烈火文化传媒有限公司;;; 正在电影制作有限公司 Zhengzai Film Production Co.,Ltd",";;;喀什嘉映文化传媒有限公司 Kashi Jiaying Entertainment Co.,Ltd;;; 伊犁卓然影业有限公司 Yili Zhuoran Pictures Co.,Ltd;;;娱跃影业（天津）有限公司 Yuyue Film (Tianjin) Co.,Ltd"
149,窦娥奇冤,296,447.0,剧情/动作/悬疑,93,2017-4-21,2D,中国,杨真 Yang Zhen,http://www.cbooo.cn/p/2022081,王力可 Like Wang;;;邱心志 Xin-zhi Qiu;;;杨昆 Kun Yang;;;田重 Zhong Tian;;;刘挺 Ting Liu,";;;临沂市聚贤影视传媒有限公司 Linyi Juxian Entertainment Co.,Ltd",";;;北京基点影视文化传媒有限公司  Beijing G-POINT Film Culture Media Co., Ltd."
150,八月,233,437.3,剧情/怀旧,110,2017-3-24,2D,中国,张大磊 Dalei Zhang,http://www.cbooo.cn/p/2219258,孔维一 Weiyi Kong;;;张晨 Chen Zhang;;;郭燕芸 Yanyun Guo,";;;爱奇艺影业（上海）有限公司 Iqiyi Pictures (Shanghai) Co.,Ltd;;; 北京麦丽丝影视文化有限责任公司 Beijing Mailisi Entertainment Co.,Ltd;;;霍尔果斯映可大方传媒有限公司 Horgos Yingke Dafang Media Co.,Ltd;;;北京果实创想影视文化有限公司 Transcend Pictures;;;北京追踪影视文化有限公司;;; 北京天地力行影业有限责任公司;;;  火象（上海）影视文化发展有限公司 Huoxiang（Shaghai）Entertainment Media Co.,Ltd",";;;爱奇艺影业（北京）有限公司 IQIYI Pictures（Beijing）Co., Ltd."
151,垫底联盟,420,430.3,竞技/喜剧,98,2017-11-28,2D,中国,王文 Wayne Wan,http://www.cbooo.cn/p/2301885,王栎鑫 Yuexin Wang;;;潘时七 Sookie;;;余玥 Yue Yu;;;卢蒽洁 Congjie Lu;;;季肖冰 Xiaobing Ji;;;方子哥 Zige Fang;;;柏智杰 Zhijie Bai;;;本杰明 Benjamin L'h?tellier;;;许君聪 Juncong Xu,";;;深圳迷宫影视有限公司 Shenzhen Maze Entertainment Co.,Ltd;;;上海米家文化传播有限公司  Shanghai Mijia Media Co.,Ltd;;;北京微影时代科技有限公司 Beijing Weiying Shidai Technology Co.,Ltd;;;深圳国新南方知识产权投资管理有限公司;;; 北京微赛时代体育科技有限公司;;; 深圳点点投资有限公司;;; 深圳市荣信文化发展有限公司 Shenzhen Rongxin Media Co.,Ltd",";;;天津银河文化传媒有限公司 Tianjing Yinhe Media Co.,Ltd;;;娱跃影业（天津）有限公司 Yuyue Film (Tianjin) Co.,Ltd;;; 北京微影时代科技有限公司 Beijing Weiying Shidai Technology Co.,Ltd;;;霍尔果斯票房宝文化传媒有限公司"
